HCPCS_Cd,HCPCS_Desc,Brnd_Name,Gnrc_Name,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Tot_Benes_2018,Avg_Spndng_Per_Dsg_Unt_2018,Avg_Spndng_Per_Clm_2018,Avg_Spndng_Per_Bene_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Tot_Benes_2019,Avg_Spndng_Per_Dsg_Unt_2019,Avg_Spndng_Per_Clm_2019,Avg_Spndng_Per_Bene_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spndng_Per_Dsg_Unt_2020,Avg_Spndng_Per_Clm_2020,Avg_Spndng_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spndng_Per_Dsg_Unt_2021,Avg_Spndng_Per_Clm_2021,Avg_Spndng_Per_Bene_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Tot_Benes_2022,Avg_Spndng_Per_Dsg_Unt_2022,Avg_Spndng_Per_Clm_2022,Avg_Spndng_Per_Bene_2022,Outlier_Flag_2022,Avg_DY22_ASP_Price,Chg_Avg_Spndng_Per_Dsg_Unt_21_22,CAGR_Avg_Spnd_Per_Dsg_Unt_18_22
J3105,"Injection, terbutaline sulfate, up to 1 mg",Terbutaline Sulfate,Terbutaline Sulfate,718.11,369,354,226,1.946097561,2.028559322,3.177477876,0,1032.38,411,390,227,2.511873479,2.647128205,4.547929515,0,469.08,222,214,128,2.112972973,2.191962617,3.6646875,0,511.69,178,169,98,2.874662921,3.027751479,5.221326531,0,529.27,126,113,63,4.200555556,4.68380531,8.401111111,1,5.1855,0.461234124,0.21209185
J3111,"Injection, romosozumab-aqqg 1 mg",Evenity (2 Syringes),Romosozumab-Aqqg,,,,,,,,,11989056.54,1364830,6931,3251,8.784285618,1729.772982,3687.805764,0,118074130.1,13127714,63868,11257,8.994264356,1848.721271,10488.95177,0,195888958.6,21387556.1,103241,19410,9.159015538,1897.395014,10092.16685,0,297475909.6,31580652.7,151918,28012,9.419561795,1958.134715,10619.58838,0,9.53775,0.028446972,0.023547693
J3121,"Injection, testosterone enanthate, 1 mg",Testosterone Enanthate,Testosterone Enanthate,64635.74,1710021.8,9854,1378,0.037798197,6.559340369,46.9054717,0,80269.95,1609903.6,8713,1379,0.049860097,9.212664983,58.20881073,0,59028.4,1174066.2,6621,998,0.050276892,8.915330011,59.14669339,0,45424.64,909594,5528,721,0.049939468,8.217192475,63.00227462,0,32325.45,702002.5,4191,572,0.046047486,7.713063708,56.51302448,0,0.04675,-0.077933989,0.050591084
J3145,"Injection, testosterone undecanoate, 1 mg",Aveed,Testosterone Undecanoate,7813655.08,5626563,8305,2300,1.388708361,940.837457,3397.241339,0,10069544.28,7353665,10525,2878,1.369323226,956.7262974,3498.799263,0,13076249.04,8868515,12378,3467,1.474457566,1056.41049,3771.632258,0,14826932.53,9492671.5,13732,3546,1.561934649,1079.735838,4181.31205,0,16473380.63,9955576,14301,3741,1.654688853,1151.904107,4403.469829,0,1.68275,0.059384177,0.044783542
J3230,"Injection, chlorpromazine hcl, up to 50 mg",Chlorpromazine HCL,Chlorpromazine HCL,3059.27,121,115,68,25.28322314,26.60234783,44.98926471,1,2406.78,90,85,54,26.742,28.31505882,44.57,1,954.1,39,37,28,24.46410256,25.78648649,34.075,1,1484.3,48,47,26,30.92291667,31.58085106,57.08846154,0,262.06,17,15,15,15.41529412,17.47066667,17.47066667,1,32.132,-0.50149288,-0.11635089
J3240,"Injection, thyrotropin alpha, 0.9 mg, provided in 1.1 mg vial",Thyrogen,Thyrotropin Alfa,12634497.93,8956.8,7106,4299,1410.604003,1778.004212,2938.938807,0,12146615.92,8354,6551,3946,1453.98802,1854.1621,3078.209813,0,10698001.53,6985,5564,3304,1531.567864,1922.717744,3237.893926,0,11030313.26,6951,5519,3291,1586.867107,1998.607222,3351.660061,0,11964456.51,6600,5266,3132,1812.796441,2272.019846,3820.069128,0,1887.5875,0.142374452,0.064721397
J3241,"Injection, teprotumumab-trbw, 10 mg",Tepezza,Teprotumumab-Trbw,,,,,,,,,,,,,,,,,65401279.06,220652,1384,470,296.400119,47255.25944,139151.6576,0,302693259.2,959146,6448,1163,315.5862186,46943.74368,260269.3545,0,308126858,981308.9,6454,1210,313.9957846,47741.99845,254650.2958,0,318.753,-0.005039618,0.029254376
J3243,"Injection, tigecycline, 1 mg",Tigecycline*,Tigecycline*,1100165.6,493861,2912,448,2.227682688,377.8041209,2455.726786,0,631973.45,385498,2728,361,1.639368946,231.6618219,1750.618975,0,510008.19,352161,2729,254,1.448224505,186.8846427,2007.90626,0,318211.47,304922,2495,225,1.043583179,127.5396673,1414.2732,0,80980.65,81727,864,50,0.990867767,93.72760417,1619.613,0,0.98475,-0.050513857,-0.1833413
J3245,"Injection, tildrakizumab, 1 mg",Ilumya,Tildrakizumab-Asmn,,,,,,,,,15771056.82,119490,1249,555,131.9864158,12626.94701,28416.3186,0,66825098.4,496376,5033,1742,134.6259658,13277.38891,38361.13571,0,144583755.7,1079400.9,10889,3590,133.9481519,13277.96452,40274.02666,0,251905420.1,1863466,18733,5750,135.1811195,13447.14782,43809.63828,0,137.1955,0.009204813,0.008004029
J3250,"Injection, trimethobenzamide hcl, up to 200 mg",Tigan,Trimethobenzamide HCL,135973.72,4881,4299,2005,27.85775866,31.62915097,67.81731671,0,103089.65,3406,3178,1435,30.26707281,32.43853052,71.83947735,0,92613.67,2819,2718,815,32.85337708,34.07419794,113.6364049,0,104375.55,2817,2749,643,37.05202343,37.9685522,162.3258943,0,90027.55,2289,2269,471,39.33051551,39.6771926,191.1412951,0,42.889,0.061494404,0.090048613
J3260,"Injection, tobramycin sulfate, up to 80 mg",Tobramycin Sulfate,Tobramycin Sulfate,50063.25,15838,7756,4399,3.160957823,6.454776947,11.38059786,0,63354.56,19504.9,9152,5012,3.248135597,6.922482518,12.64057462,0,56406.17,15614,8361,4707,3.612538107,6.746342543,11.98346505,0,66503.03,15210.6,8276,4863,4.372150343,8.035648864,13.67530948,0,61825.48,23353.6,13812,8629,2.647364004,4.476214886,7.164848766,0,2.7865,-0.394493831,-0.043359552
J3262,"Injection, tocilizumab, 1 mg",Actemra*,Tocilizumab*,229831522.5,52777319.4,96092,12767,4.354740352,2391.786231,18001.9991,0,258978234.5,55773244.1,102488,13175,4.643413498,2526.912755,19656.79199,0,282144470.5,56785520.4,104467,13476,4.968598835,2700.79997,20936.81141,0,288597502.6,54827761.3,102379,13804,5.263711225,2818.913084,20906.80257,0,344023635.3,59552938.1,113890,15085,5.776770153,3020.665865,22805.67685,0,5.87825,0.097470949,0.073200103
J3285,"Injection, treprostinil, 1 mg",Remodulin*,Treprostinil Sodium*,174773764.9,2858960,10677,1194,61.13193779,16369.18281,146376.6875,0,176894000,2748781,11707,1175,64.35361712,15110.10507,150548.0851,0,163468435.2,2646708,12693,1097,61.76292783,12878.62879,149014.0704,0,155903547.6,2522868,12447,1058,61.79615724,12525.39147,147356.8503,0,130449989.3,2327237,11763,998,56.05359027,11089.85712,130711.4121,0,56.336,-0.092927574,-0.021448205
J3300,"Injection, triamcinolone acetonide, preservative free, 1 mg",Triesence,Triamcinolone Acetonide/PF,10162126.68,2785495.5,63316,34253,3.648229437,160.4985577,296.6784422,0,10444976.97,2856914.5,62942,34813,3.656034148,165.946061,300.0309359,0,8375930.6,2280361,46694,24902,3.673072202,179.3791622,336.3557385,0,8867928.19,2340117,49522,24913,3.789523426,179.0704776,355.955854,0,8110819.02,2135525.5,44611,23787,3.798043629,181.8120872,340.9769631,0,3.899,0.002248358,0.010111816
J3301,"Injection, triamcinolone acetonide, not otherwise specified, 10 mg",Kenalog*,Triamcinolone Acetonide*,24436143.36,13624944.3,3085298,1908770,1.793485744,7.920189025,12.80203658,0,22887374.36,14406997,3230378,1994201,1.588629078,7.085045267,11.47696464,0,17685099.75,12101653.6,2666903,1662313,1.461378778,6.631324705,10.63885066,0,17098175.18,13481890.6,2961965,1850482,1.268232749,5.7725784,9.239849499,0,18860631.78,16524644.9,3521176,2173150,1.141363817,5.356344522,8.678936925,0,1.15325,-0.100036001,-0.106835315
J3304,"Injection, triamcinolone acetonide, preservative-free, extended-release, microsphere formulation, 1 mg",Zilretta,Triamcinolone Acetonide,,,,,,,,,37267493.81,2009331.6,52569,38489,18.54720934,708.9252946,968.2634989,0,51631192.65,2809433.4,70754,46193,18.37779556,729.7282507,1117.727635,0,63872984.1,3588391.5,89035,56615,17.79989282,717.3918583,1128.19896,0,62805233.64,3687371.2,90357,54666,17.03252269,695.0787835,1148.890236,0,17.26125,-0.043110941,-0.027998801
J3315,"Injection, triptorelin pamoate, 3.75 mg",Trelstar,Triptorelin Pamoate,16997410.45,60024,18675,7979,283.1769034,910.1692343,2130.26826,0,9534610.77,41243,12647,5487,231.18131,753.9029628,1737.672821,0,11308627.7,39776,11903,5903,284.3078163,950.0653365,1915.742453,0,23819755.05,55292,16074,7180,430.7993028,1481.880991,3317.514631,0,12310846.21,35446,10647,4602,347.3127069,1156.273712,2675.107825,0,355.50175,-0.19379464,0.052363341
J3357,"Ustekinumab, for subcutaneous injection, 1 mg",Stelara (J3357),Ustekinumab,153223416.9,933938,13506,4256,164.0616581,11344.84058,36001.74269,1,251114486.8,1509805,20852,5965,166.3224634,12042.7051,42097.98605,0,302454069.3,1777781.5,23490,6614,170.1300577,12875.86502,45729.37243,0,254253809.7,1590183.5,20651,5471,159.8896038,12311.93694,46473.00488,0,60909299.51,379582.5,5097,1942,160.4639295,11950.02933,31364.2119,0,168.6685,0.003592014,-0.00552795
J3358,"Ustekinumab, for intravenous injection, 1 mg",Stelara (J3358),Ustekinumab,8213622.07,666923,1821,1692,12.31569772,4510.500862,4854.386566,0,10861844.25,919014,2362,2216,11.81901935,4598.579276,4901.554264,0,11289875.34,1001304,2592,2391,11.27517252,4355.661782,4721.821556,0,11992514.59,1110775,2836,2621,10.79652908,4228.672281,4575.549252,0,13109461.84,1120721,2833,2628,11.69734648,4627.413286,4988.379696,0,11.9785,0.083435833,-0.012795598
J3360,"Injection, diazepam, up to 5 mg",Diazepam,Diazepam,39305.64,6176,5052,2717,6.364255181,7.780213777,14.4665587,0,49336.01,6240,4702,2348,7.906411859,10.49255849,21.0119293,0,34166.14,4487.5,3714,1832,7.613624513,9.199283791,18.64963974,0,29474.6,4489.5,3774,1947,6.565229981,7.80990991,15.13846944,0,23863.15,3959.6,3024,1788,6.026656733,7.891253307,13.34628076,0,6.37475,-0.082034178,-0.013533781
J3370,"Injection, vancomycin hcl, 500 mg",Vancomycin*,Vancomycin HCL In 5 % Dextrose*,835456.91,226999,48266,11809,3.68044313,17.30942921,70.74747311,0,946065.74,223149.9,47803,12342,4.239597419,19.79092818,76.65416788,0,1208289.59,415528.8,31501,7558,2.907835967,38.35718199,159.8689587,0,413085.76,147702.3,25365,6596,2.796745616,16.28565977,62.6267071,0,269585.67,87082.5,18915,5428,3.095750237,14.25248057,49.66574613,0,2.9255,0.106911626,-0.042328748
J3380,"Injection, vedolizumab, 1 mg",Entyvio,Vedolizumab,243007130.9,14114303,46859,8882,17.21708333,5185.922255,27359.50585,0,333606943.2,18697028,62169,11479,17.84277925,5366.130116,29062.36982,0,434481708.9,23568155,78242,13751,18.4351176,5553.049627,31596.37182,0,526528196.5,27759023.1,92268,15742,18.96782155,5706.509261,33447.35081,0,673755474.6,31217957,103942,17466,21.58230517,6482.033005,38575.25905,0,22.01675,0.137837844,0.05811912
J3385,"Injection, velaglucerase alfa, 100 units",Vpriv,Velaglucerase Alfa,23307502.56,76584,1741,98,304.3390599,13387.42249,237831.6588,0,23839075.21,76641,1823,104,311.0485929,13076.83775,229221.877,0,25304812.01,80100,1826,110,315.9152561,13858.05696,230043.7456,0,27094729.05,84724,1964,107,319.7999274,13795.68689,253221.7668,0,28849850.64,81677,1922,106,353.2187842,15010.32812,272168.4023,0,359.58475,0.104499263,0.037938268
J3396,"Injection, verteporfin, 0.1 mg",Visudyne,Verteporfin,4852493.7,460248,3164,2628,10.54321518,1533.657933,1846.45879,0,3991220.99,373731.1,2569,2195,10.67939219,1553.608793,1818.323913,0,2648687.24,242295.2,1685,1437,10.93165378,1571.921211,1843.206152,0,2537428.32,231929.6,1739,1407,10.94051091,1459.130719,1803.431642,0,1812799.96,163206,1271,1018,11.10743453,1426.278489,1780.746523,0,11.34575,0.015257388,0.01311833
J3410,"Injection, hydroxyzine hcl, up to 25 mg",Hydroxyzine HCL,Hydroxyzine HCL,29883.79,4985,3122,1536,5.994742227,9.572001922,19.45559245,0,28977.53,4497,2817,1384,6.443746942,10.28666312,20.93752168,0,15275.82,2268,1334,732,6.73537037,11.45113943,20.86860656,0,14046.66,1671,1112,686,8.406140036,12.63188849,20.47618076,0,12405.47,1302,840,560,9.528010753,14.76841667,22.152625,0,10.07275,0.133458485,0.12281429
J3411,"Injection, thiamine hcl, 100 mg",Thiamine HCL,Thiamine HCL,110306.52,37590,20290,3381,2.934464485,5.436496797,32.6254126,0,344001.31,143819,50497,5410,2.391904477,6.812311821,63.58619409,0,1031315.44,409328,131523,10149,2.519533088,7.841331478,101.6174441,0,1752222.82,583608,170965,12744,3.002396849,10.24901483,137.4939438,0,680121.69,254862,78851,7688,2.668588059,8.625403483,88.4653603,0,2.702,-0.111180769,-0.023464198
J3415,"Injection, pyridoxine hcl, 100 mg",Pyridoxine HCL,Pyridoxine HCL (Vitamin B6),372816.78,43950,27677,3938,8.482748123,13.47027424,94.67160488,0,1423821.21,152908,56289,5521,9.311620125,25.29483931,257.8919055,0,3453976.94,453203,142374,10583,7.621257891,24.25988551,326.3703052,0,6881525.2,663661.5,182144,13281,10.36902879,37.78068561,518.1481214,0,2786105.71,324758,98665,8542,8.579021025,28.23803487,326.1655011,0,8.949,-0.172630224,0.002825318
J3420,"Injection, vitamin b-12 cyanocobalamin, up to 1000 mcg",Cyanocobalamin*,Cyanocobalamin (Vitamin B-12)*,4426051.42,2294270.5,2286899,547578,1.929175928,1.935394357,8.082960638,0,4017093.59,2264742.5,2258899,533441,1.773752906,1.778341391,7.530530255,0,3441205.53,1755637.7,1750491,438483,1.96008865,1.965851598,7.847979351,0,3548759.85,1812068.5,1806138,417726,1.958402704,1.964833169,8.495424872,0,2913856.24,1723206.5,1716729,409677,1.690950121,1.697330353,7.112569756,0,1.73425,-0.136566694,-0.032413633
J3430,"Injection, phytonadione (vitamin k), per 1 mg",Phytonadione*,Phytonadione (Vit K1)*,46247.84,11706.5,2097,1463,3.950612053,22.05428708,31.6116473,0,32986.31,8256.5,1433,965,3.995192878,23.01905792,34.18270466,0,19942.91,5214,954,652,3.824877254,20.90451782,30.58728528,0,14279.37,4107,767,472,3.476837107,18.6171708,30.25290254,0,13693.12,4478,1098,434,3.057865118,12.47096539,31.55096774,0,3.358,-0.120503773,-0.062031
J3465,"Injection, voriconazole, 10 mg",Vfend IV*,Voriconazole*,32739.66,18714,310,134,1.74947419,105.6118065,244.3258209,0,11973.44,6726,142,34,1.780172465,84.32,352.16,0,948.6,570,156,38,1.664210526,6.080769231,24.9631579,0,3657.93,2555,179,45,1.431675147,20.43536313,81.28733333,0,3953.24,3302,296,46,1.197225924,13.35554054,85.94,0,1.31925,-0.163758674,-0.09046976
J3471,"Injection, hyaluronidase, ovine, preservative free, per 1 usp unit (up to 999 usp units)",Vitrase,"Hyaluronidase,ovine",30806.46,78633,305,205,0.391775209,101.0047869,150.2754146,0,12020.64,29452,228,175,0.40814342,52.72210526,68.68937143,0,6149.24,14031,67,56,0.438260994,91.77970149,109.8078571,0,6545.27,14092,61,50,0.464467074,107.2995082,130.9054,0,7691.78,16054,60,36,0.479119223,128.1963333,213.6605556,0,0.48275,0.031546152,0.051602624
J3473,"Injection, hyaluronidase, recombinant, 1 usp unit",Hylenex,"Hyaluronidase, Human Recomb.",26636.73,75679,457,328,0.351969899,58.28606127,81.20954268,0,17049.84,48701,342,260,0.350092195,49.85333333,65.57630769,0,23665.12,66673,472,350,0.35494308,50.1379661,67.61462857,0,34538.04,96068,477,330,0.359516592,72.40679245,104.6607273,0,36252.22,101720,395,291,0.356392253,91.77777215,124.5780756,0,0.36025,-0.008690389,0.003126452
J3475,"Injection, magnesium sulfate, per 500 mg",Magnesium Sulfate*,Magnesium Sulfate*,277872.29,486776.2,117425,21873,0.57084198,2.366381009,12.70389476,0,376957.7,563567.4,137687,23756,0.66887776,2.737787155,15.86789443,0,300998.8,538623.8,131384,21676,0.558829372,2.290985204,13.88627053,0,370547.5,520724.9,127365,21194,0.711599349,2.909335375,17.48360385,0,331697.12,465125.1,117860,20649,0.713135283,2.81433158,16.06359243,0,0.7215,0.002158425,0.057216677
J3480,"Injection, potassium chloride, per 2 meq",Dextrose 5%-Potassium Chloride*,Potassium Chloride In D5W*,69891.4,531108,47444,14139,0.131595457,1.473134643,4.943164297,0,85776.49,530566.5,47589,14418,0.161669631,1.802443632,5.949264114,0,81038.38,529215,48871,13907,0.153129409,1.658209981,5.827164737,0,74982.25,483599,45168,12708,0.155050465,1.66007461,5.900397388,0,65164.25,402005.5,37629,11511,0.162097907,1.731756092,5.661041612,0,0.15875,0.045452564,0.053498999
J3489,"Injection, zoledronic acid, 1 mg",Reclast*,Zoledronic Acid/Mannitol-Water*,8238577.97,613762.3,142540,74364,13.42307595,57.79835815,110.7871816,0,6907241.92,594324,136889,75967,11.62201412,50.45870684,90.92424237,0,6207442,556146.3,128004,71892,11.1615271,48.49412518,86.34398821,0,6038888.51,582221.8,133155,78122,10.37214428,45.35232256,77.30074128,0,4257950.12,591258,134229,82948,7.201509527,31.72153648,51.33276414,0,7.2805,-0.30568749,-0.144159424
J7030,"Infusion, normal saline solution , 1000 cc",Sodium Chloride (J7030),0.9 % Sodium Chloride,624546.75,261503.5,238151,85421,2.388292126,2.622482165,7.31139591,0,752655.28,306650,275626,91872,2.454444089,2.730712197,8.192433821,0,719923.44,280767.7,247846,79077,2.564124862,2.904720835,9.104081339,0,762102.35,284568,253102,82288,2.678102773,3.011048313,9.261403242,0,679207.95,258427.5,238338,80413,2.628234031,2.849767767,8.446494348,0,2.67325,-0.018620922,0.02422211
J7040,"Infusion, normal saline solution, sterile (500 ml = 1 unit)",Sodium Chloride (J7040),0.9 % Sodium Chloride,305057.52,259056.4,216617,71300,1.177571834,1.408280606,4.278506592,0,307612.94,253335.3,213908,69525,1.214252179,1.438061877,4.424493923,0,273046.54,214505.7,182275,58752,1.272910417,1.497992264,4.64744247,0,281686.23,206144,175328,56931,1.366453693,1.606624327,4.947853191,0,255581.31,194901.3,162198,54072,1.311337123,1.575736507,4.726684976,0,1.33675,-0.040335483,0.027263215
J7042,5% dextrose/normal saline (500 ml = 1 unit),Dextrose 5%-0.9% NaCl,Dextrose 5 % And 0.9 % NaCl,26822.84,25547.1,17515,7495,1.049936783,1.531421068,3.57876451,0,20585.93,21692,14487,5957,0.949010234,1.420993304,3.455754575,0,24757.67,23505,12241,4497,1.053293767,2.022520219,5.505374694,0,36637.92,31612,14311,3788,1.158987726,2.560122982,9.672101373,0,28558.71,29127,13244,3374,0.980489237,2.1563508,8.464347955,0,0.98075,-0.154012407,-0.016962874
J7050,"Infusion, normal saline solution, 250 cc",Sodium Chloride (J7050),0.9 % Sodium Chloride,415575.63,674729.2,476246,125697,0.615914696,0.872607077,3.306169837,0,412476.2,647408.9,454199,118539,0.63711852,0.908139824,3.479666608,0,356869.5,530024.7,376589,94882,0.673307301,0.947636548,3.76119285,0,371160.51,525930.4,362496,96653,0.705721727,1.02390236,3.840134398,0,334847.19,488311,337097,91409,0.685725265,0.993325927,3.663175289,0,0.66825,-0.028334768,0.027205642
J7060,5% dextrose/water (500 ml = 1 unit),Dextrose In Water (J7060),Dextrose 5 % In Water,105661.63,43168.5,30604,6084,2.447655814,3.452543132,17.36713182,0,91597.82,37082.5,26247,5400,2.470109081,3.489839601,16.96255926,0,71005.2,32125.5,22619,4585,2.210244199,3.139183872,15.48641221,0,60442.74,30142.5,20714,3941,2.005233143,2.917965627,15.33690434,0,50013.01,25721.2,17502,3676,1.944427554,2.857559708,13.6052802,0,1.82125,-0.030323451,-0.055916615
J7070,"Infusion, d5w, 1000 cc",Dextrose In Water (J7070),Dextrose 5 % In Water,12107.49,2797,2468,751,4.328741509,4.905790114,16.12182423,0,10132.62,2461,2060,555,4.11727753,4.918747573,18.25697297,0,10402.54,2620,2232,503,3.970435115,4.660636201,20.68099404,0,8047.41,2188,1917,573,3.67797532,4.197918623,14.04434555,0,4417.43,1222.5,1182,450,3.613439673,3.737250423,9.816511111,0,3.6425,-0.017546514,-0.044149902
J7120,"Ringers lactate infusion, up to 1000 cc",Lactated Ringers,"Ringer's Solution,lactated",57657.39,22335.5,20087,9452,2.581423743,2.870383333,6.100020102,0,55213.97,23482.2,21774,10488,2.351311632,2.535775237,5.264489893,0,47328.68,20076,18620,9765,2.357475593,2.541819549,4.846767025,0,52359.5,21260,19842,10880,2.462817498,2.638821691,4.812454044,0,58423.59,23694.5,21959,10890,2.465702589,2.660576074,5.364884298,0,2.48675,0.00117146,-0.011400588
J7170,"Injection, emicizumab-kxwh, 0.5 mg",Hemlibra,Emicizumab-Kxwh,,,,,,,,,95734819.66,1731499.4,2544,239,55.29012581,37631.6115,400564.099,1,147878934.4,2621301.6,3760,313,56.41431509,39329.50383,472456.6594,1,178638412.8,3214322,4344,358,55.57576771,41123.02321,498989.9799,1,203557787.3,3810586,4717,397,53.4190246,43154.07829,512740.0183,0,49.27175,-0.038807257,-0.0114102
J7175,"Injection, factor x, (human), 1 i.u.",Coagadex,Coagulation Factor X,,,,,,,,,3775260.65,526846,127,,7.165776432,29726.46181,,0,5972051.18,614465,213,,9.719107158,28037.79897,,1,6898741.61,548128,189,,12.58600475,36501.27836,,1,8767267.74,765555,182,,11.45217227,48171.80077,,1,8.38675,-0.090086767,0.169162488
J7177,"Injection, human fibrinogen concentrate (fibryga), 1 mg",Fibryga,Fibrinogen,,,,,,,,,,,,,,,,,,,,,,,,,284350.6,237050,24,,1.199538494,11847.94167,,0,87056.24,80500,17,,1.081443975,5120.955294,,1,1.091,-0.098449962,-0.098449962
J7178,"Injection, human fibrinogen concentrate, 1 mg",Riastap,Fibrinogen,,,,,,,,,559402.01,536974,76,15,1.041767404,7360.552763,37293.46733,0,825088.16,702707,135,11,1.17415674,6111.764148,75008.01455,0,698773.45,553216,127,13,1.263111425,5502.15315,53751.80385,0,561241.65,335026,69,,1.675218192,8133.936957,,0,1.3305,0.326263194,0.171566303
J7179,"Injection, von willebrand factor (recombinant), (vonvendi), 1 i.u. vwf:rco",Vonvendi,Von Willebrand Factor,,,,,,,,,10420423.91,3495494,247,34,2.98110193,42187.95105,306483.0562,1,10409943.35,4044039,250,34,2.574145143,41639.7734,306174.8044,0,9742060.16,3402639,225,40,2.863089549,43298.04516,243551.504,1,12691079.37,4558679,316,44,2.783937928,40161.64358,288433.6221,0,1.82675,-0.027645528,-0.022550698
J7180,"Injection, factor xiii (antihemophilic factor, human), 1 i.u.",Corifact,Factor XIII,2742284.2,144810.2,109,23,18.93709283,25158.57064,119229.7478,1,2544187.58,179296,103,24,14.18987362,24700.85029,106007.8158,1,2775827.1,216151,108,18,12.84207383,25702.10278,154212.6167,1,3810677.6,221470,137,11,17.2062925,27815.16496,346425.2364,0,4753535.24,277448,179,15,17.13306724,26556.06279,316902.3493,0,9.32175,-0.004255726,-0.024717452
J7181,"Injection, factor xiii a-subunit, (recombinant), per iu",Tretten,"Factor XIII A-Subunit,recomb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515557.65,15523,13,,33.21250081,39658.28077,,1,16.08775,,
J7182,"Injection, factor viii, (antihemophilic factor, recombinant), (novoeight), per iu",Novoeight,"Antihemoph.FVIII,b-Dom Truncat",9063903,2508200.8,222,22,3.613707084,40828.39189,411995.5909,0,9339915.52,5383856,184,23,1.734800396,50760.41044,406083.2835,0,10974001.57,7408700,218,25,1.481231737,50339.45674,438960.0628,0,9594245.4,6599583,194,26,1.453765397,49454.8732,369009.4385,0,8875149.37,6506601,188,21,1.364022378,47208.24133,422626.1605,0,1.3025,-0.061731431,-0.216178563
J7183,"Injection, von willebrand factor complex (human), wilate, 1 i.u. vwf:rco",Wilate,Antihemophilic Factor/VWF,5465231.49,2380833,263,50,2.295512323,20780.34787,109304.6298,1,4806632.99,3470555,320,42,1.384975311,15020.72809,114443.6426,0,4109337.48,3706403,327,44,1.108713078,12566.78128,93394.03364,0,4115026.05,3801926,305,55,1.08235301,13491.88869,74818.65546,0,5626907.47,5002914,286,57,1.124726004,19674.50164,98717.67491,0,1.14475,0.039148959,-0.163353927
J7185,"Injection, factor viii (antihemophilic factor, recombinant) (xyntha), per i.u.",Xyntha*,"Antihemoph.FVIII,b-Domain Del*",13053892.11,4048450.6,617,66,3.224416795,21157.03746,197786.2441,1,13743657.26,7010114,740,74,1.960546898,18572.50981,185725.0981,0,12164286.55,6595651,656,55,1.844288994,18543.11974,221168.8464,0,9049780.08,4981093.2,630,65,1.81682609,14364.73029,139227.3859,0,7866939.39,4681801,472,62,1.680323318,16667.24447,126886.1192,0,1.257,-0.075132547,-0.150359081
J7186,"Injection, antihemophilic factor viii/von willebrand factor complex (human), per factor viii i.u.",Alphanate (J7186),Antihemophilic Factor/VWF,6332162.35,2712756,390,63,2.334217434,16236.31372,100510.5135,1,6223476.03,2967007,235,50,2.097560279,26482.87672,124469.5206,1,4894847.65,2727754,201,53,1.794460809,24352.47587,92355.61604,0,4931144.27,3701299,233,42,1.332273958,21163.70931,117408.1969,0,4185971.92,3396551,184,39,1.232418392,22749.84739,107332.6133,0,1.14275,-0.074951226,-0.147578852
J7187,"Injection, von willebrand factor complex (humate-p), per iu vwf:rco",Humate-P,Antihemophilic Factor/VWF,25947985.26,9742125.2,1557,330,2.663483042,16665.37268,78630.25836,1,24976431.82,16672854.2,1453,346,1.498029763,17189.56079,72186.21913,0,25230927.35,17094499.9,1510,311,1.475967563,16709.22341,81128.38376,0,31423100.87,19954608,1544,324,1.574729049,20351.74927,96984.87923,0,27978364.35,17959679.4,1454,300,1.557843196,19242.34137,93261.2145,0,1.286,-0.010723021,-0.125482607
J7189,"Factor viia (antihemophilic factor, recombinant), (novoseven rt), 1 microgram",Novoseven RT,"Coagulation Factor VIIA,recomb",47790003.41,10274691,1148,138,4.651235099,41628.92283,346304.3725,1,47853824.7,6771947,913,104,7.066479507,52413.82771,460132.9298,1,53810055.83,8148269,961,99,6.60386345,55993.8146,543535.9175,1,55643275.35,9441068,1047,111,5.893747969,53145.43969,501290.7689,1,61007123.72,11426625,1035,96,5.33903263,58944.08089,635490.8721,1,2.3265,-0.094119284,0.035079175
J7190,"Factor viii (antihemophilic factor, human) per i.u.",Alphanate (J7190)*,Antihemophilic Factor/VWF*,20522449.8,9837700,639,97,2.086102422,32116.50986,211571.6474,0,16487988.71,12309322,596,91,1.33947172,27664.41059,181186.6891,0,14759228.68,8976357,603,73,1.6442337,24476.3328,202181.2148,0,15124882.04,8983910,828,73,1.683552266,18266.76575,207190.1649,0,15001471.31,9111608.9,541,69,1.646412996,27729.15214,217412.6277,0,1.114,-0.022060064,-0.057457831
